index,Importance
R_Age,0.0773510478336715
B_Reach_cms,0.0671892509247835
B_Age,0.0617938454609026
R_total_round_full,0.0603708442384351
B_total_round_full,0.0485626184023039
R_reach_cms,0.0480254354263668
R_losses,0.045972974619538
